SL_NO,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
319,422.0,0.0071090047393364926,35,3,32,12,2083.71484375,95.91863802441178,26,5,1
320,588.0,0.008503401360544218,85,2,5,52,1165.705078125,83.67245212711593,40,4,0
321,499.0,0.27655310621242485,73,0,43,69,452.599609375,76.27399873128758,1,5,21
322,1010.0,0.026732673267326732,250,0,50,57,3001.8974609375,92.6328822622931,32,10,51
323,701.0,0.0,54,0,120,39,155.3984375,91.61744004826303,39,1,0
324,479.0,0.35281837160751567,141,0,24,55,1524.306640625,95.51666036684199,36,3,5
325,357.0,0.01680672268907563,80,0,2,75,3482.1328125,98.71380237955815,25,5,0
326,547.0,0.06581352833638025,57,0,29,51,5854.8046875,98.24381350786948,27,5,1
327,420.0,0.1261904761904762,62,0,19,87,1317.0048828125,93.99019585307275,29,4,7
328,880.0,0.12954545454545455,144,0,51,99,406.1884765625,92.94724922283903,67,4,13
329,278.0,0.007194244604316547,56,0,11,66,1035.681640625,97.83788982572996,28,3,0
330,285.0,0.014035087719298246,28,0,1,43,816.798828125,87.8272648798066,21,5,0
331,448.0,0.6183035714285714,60,0,8,66,392.9765625,51.399326057136044,32,9,0
332,195.0,0.31794871794871793,47,0,7,25,846.5634765625,93.2517842702747,18,10,3
333,444.0,0.013513513513513514,51,0,3,13,70.4189453125,38.58464269369981,12,2,6
334,609.0,0.22988505747126436,156,0,8,55,3595.958984375,86.29347938848458,22,5,27
335,567.0,0.03350970017636684,50,0,70,87,561.0322265625,65.05342934775986,45,2,1
336,74.0,0.05405405405405406,2,0,2,11,133.650390625,77.81934559908811,2,2,0
337,578.0,0.12283737024221453,101,0,14,88,1520.77734375,91.52526591304303,20,4,0
338,580.0,0.05344827586206897,23,1,36,28,2791.0087890625,37.87539017765264,26,1,4
339,229.0,0.09170305676855896,41,1,217,47,1744.896484375,92.22442233880726,74,4,1
340,636.0,0.18238993710691823,79,0,19,51,5741.609375,84.88392028585191,20,5,7
341,1021.0,0.42115572967678744,261,0,241,52,1803.7578125,71.76510843248253,27,6,146
342,148.0,0.0,122,1,246,45,824.1005859375,77.09636097118188,31,2,1
343,635.0,0.09606299212598425,42,0,16,63,2577.103515625,25.44299749067244,41,2,0
344,536.0,0.28171641791044777,105,0,40,64,1590.94921875,82.0951893400903,8,3,13
345,540.0,0.16296296296296298,59,0,14,51,606.5751953125,87.11065101999088,24,4,0
346,338.0,0.3609467455621302,47,0,9,52,3499.166015625,96.37860137432301,34,4,1
347,554.0,0.03429602888086643,54,1,355,80,686.44921875,61.12823007892745,122,2,1
348,528.0,0.08143939393939394,144,0,35,57,2312.0673828125,74.76994218090631,41,6,0
349,446.0,0.008968609865470852,25,0,28,42,2846.1630859375,98.03291918155988,21,2,0
350,304.0,0.013157894736842105,51,2,85,43,922.029296875,90.30840177173735,23,2,0
351,747.0,0.107095046854083,64,0,13,125,5979.841796875,97.30239518904496,21,7,1
352,609.0,0.09688013136288999,287,0,81,92,565.8701171875,78.79820726860424,11,7,0
353,251.0,0.17928286852589642,35,0,22,31,101.4052734375,86.01199934514007,11,1,3
354,166.0,0.19879518072289157,26,0,3,66,833.560546875,79.94214858604958,45,4,0
355,537.0,0.0,71,0,3,76,1259.634765625,92.76777587749424,20,3,1
356,674.0,0.06824925816023739,114,1,13,111,549.3115234375,76.22823313985013,11,4,1
357,465.0,0.17419354838709677,97,1,12,84,1005.822265625,94.13881288824248,28,2,0
358,1313.0,0.012947448591012947,263,0,1,85,1254.7060546875,88.9136913448509,35,8,0
359,633.0,0.03317535545023697,128,0,4,50,1361.654296875,96.02677694153624,36,6,0
360,1009.0,0.008919722497522299,208,0,4,74,752.4423828125,93.46996305001551,36,8,0
361,442.0,0.04751131221719457,83,0,6,76,2699.291015625,97.94151676112868,32,5,0
362,619.0,0.014539579967689823,120,0,1,63,9425.6357421875,99.39289365324848,32,5,0
363,396.0,0.05808080808080808,112,0,2,59,912.666015625,93.77521212964251,37,5,0
364,1305.0,0.19080459770114944,328,0,34,132,72.3583984375,37.70024967946555,2,4,0
365,524.0,0.01717557251908397,148,0,6,46,2505.017578125,98.16469913119684,34,5,0
366,560.0,0.11964285714285715,152,0,4,14,1659.697265625,84.04505951645454,14,9,0
367,238.0,0.3445378151260504,42,0,15,63,548.3173828125,81.09878053776023,16,4,0
368,629.0,0.1907790143084261,93,0,13,87,2029.8525390625,95.71955513625,4,3,0
369,341.0,0.1436950146627566,58,1,14,38,1801.626953125,94.56974110856832,23,4,0
370,296.0,0.060810810810810814,31,1,9,24,258.3505859375,52.97315073464096,6,5,0
371,152.0,0.11842105263157894,7,1,23,35,2129.4365234375,93.6692374330614,30,13,0
372,385.0,0.5324675324675324,45,0,79,61,122.5556640625,55.616468919575766,12,4,0
373,392.0,0.30612244897959184,71,1,26,26,2295.033203125,80.90496886534015,8,7,1
374,486.0,0.3888888888888889,60,0,32,123,1506.865234375,87.34975988801254,23,3,0
375,312.0,0.038461538461538464,52,0,4,44,597.3544921875,72.9763884052569,2,2,0
376,208.0,0.7692307692307693,45,0,153,46,2346.572265625,95.8294803340977,49,12,0
377,43.0,0.0,3,0,8,1,11.1123046875,89.25213111872748,1,5,0
378,339.0,0.26843657817109146,12,0,8,66,480.8759765625,55.90383760105764,6,4,11
379,353.0,0.31444759206798867,38,0,11,41,10519.7919921875,99.27839701708099,31,5,0
380,852.0,0.19248826291079812,92,1,12,69,2169.7001953125,77.46088371764353,53,13,11
381,535.0,0.4261682242990654,93,0,2,98,14700.423828125,96.26177338371276,38,14,40
382,561.0,0.1140819964349376,99,0,6,114,639.765625,75.32497862986934,13,10,0
383,741.0,0.07692307692307693,131,1,21,64,2607.748046875,77.8483890030236,28,8,10
384,565.0,0.019469026548672566,83,0,4,113,3198.609375,92.89580799273122,29,15,67
385,510.0,0.2803921568627451,41,1,10,22,695.8671875,82.55815585319577,6,11,0
386,486.0,0.09465020576131687,64,0,15,50,1662.5419921875,97.73484339857487,23,11,0
387,637.0,0.06279434850863422,61,0,11,81,645.181640625,88.06583054069681,10,16,1
388,760.0,0.013157894736842105,32,0,18,54,41.68359375,18.465935713616343,2,14,2
389,822.0,0.015815085158150853,35,0,18,63,11.9755859375,0.0,4,15,2
390,812.0,0.013546798029556651,38,0,20,58,22.5029296875,46.465303996875406,5,16,3
391,351.0,0.045584045584045586,72,2,18,69,1948.0400390625,98.99247691364468,60,10,0
392,651.0,0.055299539170506916,55,0,6,140,724.9423828125,61.94228797816637,7,12,0
393,316.0,0.09177215189873418,87,0,11,45,2993.5771484375,97.15324769208034,16,15,1
394,171.0,0.1286549707602339,15,1,17,27,812.6220703125,92.84338290521256,23,15,0
395,923.0,0.12026002166847237,73,0,15,54,3137.05078125,95.5457081130889,17,17,0
396,109.0,0.01834862385321101,29,0,4,24,1146.24609375,86.124799362048,6,11,0
397,141.0,0.2624113475177305,19,0,4,19,1443.8701171875,91.12918770962644,16,13,0
398,211.0,0.0,106,0,20,66,3362.5205078125,90.79405591450563,28,12,0
399,687.0,0.07569141193595343,63,0,49,49,2205.7529296875,90.2109230523343,34,7,14
400,143.0,0.1048951048951049,11,0,3,30,1325.0703125,91.79826837019262,2,9,0
401,679.0,0.0898379970544919,84,0,16,117,617.41015625,88.06743769652721,41,9,7
402,459.0,0.06318082788671024,93,0,13,121,1623.7578125,79.18883906447718,10,10,0
403,468.0,0.008547008547008548,24,0,4,12,262.4892578125,47.50975672367545,12,2,6
404,784.0,0.00510204081632653,94,0,15,19,40.884765625,66.03687956814599,12,2,6
405,334.0,0.1377245508982036,66,0,21,23,316.11328125,77.79765214704973,13,2,6
406,366.0,0.22404371584699453,69,0,22,28,140.3134765625,69.18242495528288,13,2,6
407,370.0,0.043243243243243246,41,0,63,83,544.3154296875,64.00779361978115,46,3,1
408,534.0,0.04868913857677903,28,0,71,78,33.7421875,7.163116462144015,47,3,1
